产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品标题,产品位置,适合人群,产品页面编号,产品url
切尔西,AO8588-495,￥199,￥0,灯草蓝/灯草蓝,['all'],"['彰显球队风采', '切尔西针织帽采用柔软针织面料，巧搭球队细节，在冷天中为你营造温暖舒适感受。', '其他细节', '产品细节', '产品细节', '顶部绒球', '面料：95% 腈纶/4% 锦纶/1% 其他纤维', '手洗', '显示颜色： 灯草蓝/灯草蓝', '款式： AO8588-495', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/uoz8jgpd52b4m708o9z4/切尔西针织帽-QQbv64.jpg'],针织帽,16,womens,2,https://www.nike.com/cn/t/%E5%88%87%E5%B0%94%E8%A5%BF%E9%92%88%E7%BB%87%E5%B8%BD-QQbv64
Nike F.C. Classic 99,AJ6511-011,￥199,￥0,黑/白色,['all'],"['休闲舒适', 'Nike F.C. Classic 99 可调节运动帽采用耐用六片式拼接和可调节扣合设计，缔造专属舒适感。', '其他细节', '经典六片式拼接设计，结实耐久', '可调节按扣式扣带，定制专属舒适感', '刺绣孔眼和网眼后拼接设计，提升透气性', '产品细节', '面料：前片拼接（正面）/帽檐：100% 棉。前片拼接（背面）/侧拼接/后拼接：100% 聚酯纤维。', '手洗', '显示颜色： 黑/白色', '款式： AJ6511-011', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/aqvthnve4xvqcttxztws/f-c-classic-99-可调节运动帽-ls06tM.jpg'],可调节运动帽,17,womens,2,https://www.nike.com/cn/t/f-c-classic-99-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ls06tM
Jordan AW84 Jumpman Singles' Day,CD0981-657,￥249,￥0,大学红/白色,['all'],"['舒适透气', ""Jordan AW84 Jumpman Singles' Day\xa0可调节运动帽的设计灵感源自中国庆祝单身生活的流行节日，采用透气面料打造，帮助保持干爽舒适。巧搭经典 Jordan 细节，重塑元年款 AW84 跑步运动帽的经典设计。"", '其他细节', '透气面料，帮助保持干爽舒适', '背面可调式扣带，打造个性化贴合感受', '五片式拼接设计，耐用舒适', '产品细节', '面料：100% 聚酯纤维。前片里料拼接：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 大学红/白色', '款式： CD0981-657', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/hdnvnzorpio0shb6nxvf/jordan-aw84-jumpman-singles-day-可调节运动帽-Srmgsn.jpg'],可调节运动帽,18,womens,2,https://www.nike.com/cn/t/jordan-aw84-jumpman-singles-day-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-Srmgsn
Nike SB S+ Dunk Heritage 86,905704-101,￥79,￥169,白色/苍野灰,['all'],"['赛场内外，舒适无拘', 'Nike SB S+ Dunk Heritage 86 可调节运动帽，沿用经典裁剪设计，续写运动传奇，遮挡烈日骄阳，畅快滑板竞技，惬意休闲玩乐，尽皆适宜。', '其他细节', '背面可调式扣带打造个性化的贴合感', '经典六片式拼接设计，经久耐用', '刺绣孔眼营造出色的空气流通效果', '产品细节', '面料/帽檐：100% 棉。前片里料拼接：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 白色/苍野灰', '款式： 905704-101', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/fwchvxwkanmbmlhjocrl/sb-s-dunk-heritage-86-可调节运动帽-T3RdF9.jpg'],可调节运动帽,19,womens,2,https://www.nike.com/cn/t/sb-s-dunk-heritage-86-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-T3RdF9/905704-101
Nike SB S+ Dunk Heritage 86,905704-011,￥79,￥169,黑/苍野灰,['all'],"['赛场内外，舒适无拘', 'Nike SB S+ Dunk Heritage 86 可调节运动帽，沿用经典裁剪设计，续写运动传奇，遮挡烈日骄阳，畅快滑板竞技，惬意休闲玩乐，尽皆适宜。', '其他细节', '背面可调式扣带打造个性化的贴合感', '经典六片式拼接设计，经久耐用', '刺绣孔眼营造出色的空气流通效果', '产品细节', '面料/帽檐：100% 棉。前片里料拼接：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 黑/苍野灰', '款式： 905704-011', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/wzan0k2lzzbypilipbtr/sb-s-dunk-heritage-86-可调节运动帽-T3RdF9.jpg'],可调节运动帽,19,womens,2,https://www.nike.com/cn/t/sb-s-dunk-heritage-86-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-T3RdF9/905704-011
Nike SB Performance,629243-010,￥129,￥169,黑/黑/黑/白色,['all'],"['经典造型，非凡透气', 'Nike SB Performance 运动帽采用凸起刺绣元素巧搭开放式网眼拼接和平檐剪裁，缔造经典风格和非凡透气性。', '其他细节', '六片式拼接设计配搭衬里镶边，舒适贴合', '刺绣式孔眼搭配网眼拼接设计带来出色透气性', '背面按扣设计，可随头围调节贴合感', '正面刺绣标志突显时尚气息', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。拼接背面部分：100% 聚酯纤维', '手洗', '显示颜色： 黑/黑/黑/白色', '款式： 629243-010', '产品信息描述以629243-010产品为参照，实物的具体信息若与参照物和网站产品图片有出入，请以实物为准。如有其它疑问，请联系我们。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/n3hnzixew8whhfe3bwpu/sb-performance-运动帽-XN8Rvn.jpg'],运动帽,20,womens,2,https://www.nike.com/cn/t/sb-performance-%E8%BF%90%E5%8A%A8%E5%B8%BD-XN8Rvn/629243-010
Nike SB Performance,629243-462,￥129,￥169,黑曜石色/风暴粉,['all'],"['经典造型，非凡透气', 'Nike SB Performance 运动帽采用凸起刺绣元素巧搭开放式网眼拼接和平檐剪裁，缔造经典风格和非凡透气性。', '其他细节', '六片式拼接设计配搭衬里镶边，舒适贴合', '刺绣式孔眼搭配网眼拼接设计带来出色透气性', '背面按扣设计，可随头围调节贴合感', '正面刺绣标志突显时尚气息', '产品细节', '面料/拼接背面部分：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。', '手洗', '显示颜色： 黑曜石色/风暴粉', '款式： 629243-462', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/hg64dsxnaupms6qsujy3/sb-performance-运动帽-XN8Rvn.jpg'],运动帽,20,womens,2,https://www.nike.com/cn/t/sb-performance-%E8%BF%90%E5%8A%A8%E5%B8%BD-XN8Rvn/629243-462
NikeCourt RF AeroBill H86,AH6985-100,￥79,￥169,白色/白色/黑,['all'],"['轻盈舒适', 'NikeCourt RF AeroBill H86 可调节运动帽采用轻盈速干面料，助你畅享清凉干爽、非凡舒适体验。', '其他细节', 'Dri-FIT 技术，有助于保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '刺绣孔眼，有效提升透气性', '可调节后部设计，打造专属舒适体验', '产品细节', '面料/里料/帽檐：100% 聚酯纤维', '\n', '手洗', '显示颜色： 白色/白色/黑', '款式： AH6985-100', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/xlypszqou3jhmdgtcc7f/nikecourt-rf-aerobill-h86-可调节运动帽-1d97Sv.jpg'],可调节运动帽,29,womens,2,https://www.nike.com/cn/t/nikecourt-rf-aerobill-h86-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-1d97Sv/AH6985-100
NikeCourt RF AeroBill H86,AH6985-010,￥79,￥169,黑/黑/白色,['all'],"['轻盈舒适', 'NikeCourt RF AeroBill H86 可调节运动帽采用轻盈速干面料，助你畅享清凉干爽、非凡舒适体验。', '其他细节', 'Dri-FIT 技术，有助于保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '刺绣孔眼，有效提升透气性', '可调节后部设计，打造专属舒适体验', '产品细节', '面料/里料/帽檐：100% 聚酯纤维', '\n', '手洗', '显示颜色： 黑/黑/白色', '款式： AH6985-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/g2pbri9tdbj4fwylq9dj/nikecourt-rf-aerobill-h86-可调节运动帽-1d97Sv.jpg'],可调节运动帽,29,womens,2,https://www.nike.com/cn/t/nikecourt-rf-aerobill-h86-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-1d97Sv/AH6985-010
NikeCourt Featherlight,679421-100,￥119,￥159,白色/黑/白色/黑,['all'],"['透气舒适，激战制霸', 'NikeCourt Featherlight 可调节网球运动帽采用黑色下帽檐设计，有效减少刺眼光线，赋予你心无旁骛的凉爽运动体验。', '其他细节', 'Dri-FIT 面料助你保持干爽舒适', '网眼布拼接与打孔式衬里拼接相结合，塑就出色透气性', '黑色下帽檐设计减少炫光', '背面魔术贴粘扣搭配反光提拉设计，可定制专属贴合感与出色的视觉可见度', '产品细节', '面料/里料：100% 聚酯纤维', '手洗', '显示颜色： 白色/黑/白色/黑', '款式： 679421-100', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/c1distcx60p7ehawjube/nikecourt-featherlight-可调节网球运动帽-h6mMZR.jpg'],可调节网球运动帽,30,womens,2,https://www.nike.com/cn/t/nikecourt-featherlight-%E5%8F%AF%E8%B0%83%E8%8A%82%E7%BD%91%E7%90%83%E8%BF%90%E5%8A%A8%E5%B8%BD-h6mMZR/679421-100
NikeCourt Featherlight,679421-010,￥119,￥159,黑/黑/黑/白色,['all'],"['透气舒适，激战制霸', 'Nike Feather Light 可调节网球运动帽采用导湿速干面料，巧妙搭配网眼布透气设计，为你缔造舒适贴合感与出色透气性。黑色下帽檐设计减少炫光，赋予你心无旁骛的运动体验。', '其他细节', 'Dri-FIT 面料助你保持干爽舒适', '网眼布拼接与打孔式衬里拼接相结合，塑就出色透气性', '黑色下帽檐设计减少炫光', '背面魔术贴粘扣搭配反光提拉设计，可定制专属贴合感与出色的视觉可见度', '产品细节', '面料：100% 聚酯纤维。里料：100% 聚酯纤维。', '手洗', '显示颜色： 黑/黑/黑/白色', '款式： 679421-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/z3bz9inia0pblinptyuw/nikecourt-featherlight-可调节网球运动帽-h6mMZR.jpg'],可调节网球运动帽,30,womens,2,https://www.nike.com/cn/t/nikecourt-featherlight-%E5%8F%AF%E8%B0%83%E8%8A%82%E7%BD%91%E7%90%83%E8%BF%90%E5%8A%A8%E5%B8%BD-h6mMZR/679421-010
NikeCourt AeroBill Rafa H86,850666-010,￥129,￥169,黑/白色,['all'],"['轻盈包覆', 'NikeCourt AeroBill H86 Rafa 可调节网球运动帽在球场为你缔造凉爽的防护体验。', '其他细节', 'AeroBill 技术有助排汗，营造轻盈透气感受', '优质汗带，有效吸汗', '刺绣孔眼，有效提升透气性', '黑色下帽沿设计减少炫光', '单手快速调节型扣带设计，打造定制般贴合感', '产品细节', '面料/里料/帽檐：100% 聚酯纤维', '可机洗', '显示颜色： 黑/白色', '款式： 850666-010', '产品信息描述以850666-010产品为参照，实物的具体信息若与参照物和网站产品图片有出入，请以实物为准。如有其它疑问，请联系我们。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/q9wsvqzmtkrpegd2agne/nikecourt-aerobill-rafa-h86-可调节网球运动帽-4tKQtl.jpg'],可调节网球运动帽,31,womens,2,https://www.nike.com/cn/t/nikecourt-aerobill-rafa-h86-%E5%8F%AF%E8%B0%83%E8%8A%82%E7%BD%91%E7%90%83%E8%BF%90%E5%8A%A8%E5%B8%BD-4tKQtl/850666-010
NikeCourt AeroBill Rafa H86,850666-634,￥129,￥169,哈瓦那红/白色,['all'],"['轻盈包覆', 'NikeCourt AeroBill Rafa H86 可调节网球运动帽在球场为你缔造凉爽的防护体验。', '其他细节', 'AeroBill 技术有助导湿速干，营造轻盈透气感受', '刺绣孔眼，有效提升透气性', '下帽檐设计减少炫光', '单手快速调节型扣带设计，打造定制般贴合感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/dmpzxzhxukkgbvtta3ob/nikecourt-aerobill-rafa-h86-可调节网球运动帽-4tKQtl.jpg'],可调节网球运动帽,31,womens,2,https://www.nike.com/cn/t/nikecourt-aerobill-rafa-h86-%E5%8F%AF%E8%B0%83%E8%8A%82%E7%BD%91%E7%90%83%E8%BF%90%E5%8A%A8%E5%B8%BD-4tKQtl/850666-634
Nike Air,891299-010,￥159,￥199,黑/黑/黑/白色,['all'],"['专属舒适', 'Nike Air 可调节运动帽采用网眼后拼接和背面按扣式扣带设计，为你打造出色透气性和专属舒适体验。', '其他细节', '产品细节', '面料：58% 棉/42% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。侧拼接/后拼接：100% 聚酯纤维。', '手洗', '显示颜色： 黑/黑/黑/白色', '款式： 891299-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/hm2pr36vfvgrq1p0fkl5/air-可调节运动帽-5lbM8M.jpg'],可调节运动帽,32,womens,2,https://www.nike.com/cn/t/air-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-5lbM8M
Nike Sportswear Futura Heritage 86,942212-327,￥179,￥229,军裤卡其/黑,['all'],"['专属舒适', 'Nike Sportswear Futura Heritage 86 可调节运动帽采用耐用六片式拼接和可调节扣合设计，打造专属贴合感。', '其他细节', 'AeroBill 科技，缔造轻盈透气表现', '背面可调式扣带打造个性化的贴合感', '经典六片式拼接设计，经久耐用', '刺绣孔眼营造出色的空气流通效果', '产品细节', '面料：100% 聚酯纤维。前片里料拼接：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 军裤卡其/黑', '款式： 942212-327', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/iey3cx4gewfacsv3dyou/sportswear-futura-heritage-86-可调节运动帽-2t5qrH.jpg'],可调节运动帽,33,womens,2,https://www.nike.com/cn/t/sportswear-futura-heritage-86-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-2t5qrH/942212-327
Nike Sportswear Futura Heritage 86,942212-060,￥179,￥199,煤黑/黑,['all'],"['专属舒适', 'Nike Sportswear Futura Heritage 86 可调节运动帽采用耐用六片式拼接和可调节扣合设计，打造专属贴合感。', '其他细节', 'AeroBill 科技，缔造轻盈透气表现', '背面可调式扣带打造个性化的贴合感', '经典六片式拼接设计，经久耐用', '刺绣孔眼营造出色的空气流通效果', '产品细节', '面料：100% 聚酯纤维。前片里料拼接：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 煤黑/黑', '款式： 942212-060', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/kc3alw8cq13l5zpts0c4/sportswear-futura-heritage-86-可调节运动帽-2t5qrH.jpg'],可调节运动帽,33,womens,2,https://www.nike.com/cn/t/sportswear-futura-heritage-86-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-2t5qrH/942212-060
"Jordan Pro ""He Got Game"" XIII",AA1314-010,￥169,￥249,黑/白色,['all'],"['休闲舒适', 'Jordan Pro ""He Got Game"" XIII 可调节运动帽采用经典六片式拼接设计，匠心融入经典细节，塑就出色耐用性和舒适感。', '其他细节', '六片式拼接设计，缔造经典贴合感', '刺绣孔眼，提升透气效果', '背面可调节扣合设计，打造专属舒适感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/mnaijechdpeptqczag2g/jordan-pro-he-got-game-13-可调节运动帽-qV6GWl.jpg'],可调节运动帽,34,womens,2,https://www.nike.com/cn/t/jordan-pro-he-got-game-13-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-qV6GWl/AA1314-010
"Jordan Pro ""He Got Game"" XIII",AA1314-405,￥169,￥249,超宝蓝/白色,['all'],"['休闲舒适', 'Jordan Pro ""He Got Game"" XIII 可调节运动帽采用经典六片式拼接设计，匠心融入经典细节，塑就出色耐用性和舒适感。', '其他细节', '六片式拼接设计，缔造经典贴合感', '刺绣孔眼，提升透气效果', '背面可调节扣合设计，打造专属舒适感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/mboa2ityluv5vsvdwy84/jordan-pro-he-got-game-13-可调节运动帽-qV6GWl.jpg'],可调节运动帽,34,womens,2,https://www.nike.com/cn/t/jordan-pro-he-got-game-13-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-qV6GWl/AA1314-405
"Jordan Pro ""He Got Game"" XIII",AA1314-091,￥169,￥249,碳素灰/大学红,['all'],"['休闲舒适', 'Jordan Pro ""He Got Game"" XIII 可调节运动帽采用经典六片式拼接设计，匠心融入经典细节，塑就出色耐用性和舒适感。', '其他细节', '六片式拼接设计，缔造经典贴合感', '刺绣孔眼，提升透气效果', '背面可调节扣合设计，打造专属舒适感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/nd28sm7lflar3ubre1ln/jordan-pro-he-got-game-13-可调节运动帽-qV6GWl.jpg'],可调节运动帽,34,womens,2,https://www.nike.com/cn/t/jordan-pro-he-got-game-13-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-qV6GWl/AA1314-091
Jordan Cuffed,AA1297-100,￥199,￥249,白色,['all'],"['舒适御寒', 'Jordan Cuffed\xa0针织帽采用柔软保暖面料，打造舒适贴合的佩戴体验。', '其他细节', '产品细节', '产品细节', '面料/里料：80% 聚酯纤维/20% 棉', '手洗', '显示颜色： 白色', '款式： AA1297-100', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/etvyxd6y2x34lkg1mv4t/jordan-cuffed-针织帽-PjZZc0.jpg'],针织帽,35,womens,2,https://www.nike.com/cn/t/jordan-cuffed-%E9%92%88%E7%BB%87%E5%B8%BD-PjZZc0/AA1297-100
Jordan Cuffed,AA1297-010,￥199,￥249,黑,['all'],"['舒适御寒', 'Jordan Cuffed\xa0针织帽采用柔软保暖面料，打造舒适贴合的佩戴体验。', '其他细节', '产品细节', '产品细节', '面料/里料：80% 聚酯纤维/20% 棉', '手洗', '显示颜色： 黑', '款式： AA1297-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/sfbjzwcv6npoz8holv2x/jordan-cuffed-针织帽-PjZZc0.jpg'],针织帽,35,womens,2,https://www.nike.com/cn/t/jordan-cuffed-%E9%92%88%E7%BB%87%E5%B8%BD-PjZZc0/AA1297-010
Jordan Cuffed,AA1297-091,￥199,￥249,碳素灰,['all'],"['舒适御寒', 'Jordan Cuffed\xa0针织帽采用柔软保暖面料，打造舒适贴合的佩戴体验。', '其他细节', '产品细节', '产品细节', '面料/里料：80% 聚酯纤维/20% 棉', '手洗', '显示颜色： 碳素灰', '款式： AA1297-091', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/uykzxjhgsax7tze6h8f9/jordan-cuffed-针织帽-PjZZc0.jpg'],针织帽,35,womens,2,https://www.nike.com/cn/t/jordan-cuffed-%E9%92%88%E7%BB%87%E5%B8%BD-PjZZc0/AA1297-091
Nike Sportswear Air True,805063-100,￥159,￥199,白色/白色/黑,['all'],"['酷爽包覆', 'Nike Sportswear Air True 按扣式运动帽采用透气面料，结合刺绣孔眼设计，助你保持干爽舒适。', '其他细节', '刺绣孔眼提升透气效果', '按扣式扣带设计，打造可调节的个性化贴合感', '六片式拼接设计，缔造经典舒适感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 白色/白色/黑', '款式： 805063-100', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/adpbubl9lyt3k9iomh9g/sportswear-air-true-按扣式运动帽-QTz3zx.jpg'],按扣式运动帽,37,womens,2,https://www.nike.com/cn/t/sportswear-air-true-%E6%8C%89%E6%89%A3%E5%BC%8F%E8%BF%90%E5%8A%A8%E5%B8%BD-QTz3zx/805063-100
Nike Sportswear Air True,805063-010,￥159,￥199,黑/黑/白色,['all'],"['酷爽包覆', 'Nike Sportswear Air True 按扣式运动帽采用透气面料，结合刺绣孔眼设计，助你保持干爽舒适。', '其他细节', '刺绣孔眼提升透气效果', '按扣式扣带设计，打造可调节的个性化贴合感', '六片式拼接设计，缔造经典舒适感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 黑/黑/白色', '款式： 805063-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/rzr95ap7iowx3oxrsfxz/sportswear-air-true-按扣式运动帽-QTz3zx.jpg'],按扣式运动帽,37,womens,2,https://www.nike.com/cn/t/sportswear-air-true-%E6%8C%89%E6%89%A3%E5%BC%8F%E8%BF%90%E5%8A%A8%E5%B8%BD-QTz3zx/805063-010
Nike Sportswear Pro Swoosh,639534-618,￥159,￥199,热恋红/松绿/黑/白色,['all'],"['现代风范，专属舒适体验', 'Nike Sportswear Pro Swoosh 可调节运动帽依托平檐设计与 3D 刺绣元素，革新演绎经典运动风范，结合按扣式扣带设计，可供打造个性化专属贴合效果。', '其他细节', '六片式拼接设计搭配衬里镶边，塑就舒适穿戴感受', '刺绣孔眼提升透气效果', '可调节背面按扣，打造专属贴合感', '产品细节', '正面添加刺绣 Swoosh 标志', '面料/前片拼接（正面）：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 热恋红/松绿/黑/白色', '款式： 639534-618', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/a82frxyuzinjp12oduuh/sportswear-pro-swoosh-可调节运动帽-PLczM3.jpg'],可调节运动帽,38,womens,2,https://www.nike.com/cn/t/sportswear-pro-swoosh-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-PLczM3/639534-618
Nike Sportswear Pro Swoosh,639534-011,￥159,￥199,黑/松绿/黑/白色,['all'],"['现代风范，专属舒适体验', 'Nike Sportswear Pro Swoosh 可调节运动帽依托平檐设计与 3D 刺绣元素，革新演绎经典运动风范，结合按扣式扣带设计，可供打造个性化专属贴合效果。', '其他细节', '六片式拼接设计搭配衬里镶边，塑就舒适穿戴感受', '刺绣孔眼提升透气效果', '可调节背面按扣，打造专属贴合感', '产品细节', '正面添加刺绣 Swoosh 标志', '面料/前片拼接（正面）：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 黑/松绿/黑/白色', '款式： 639534-011', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/kt7iszd9oudwmglhw1yv/sportswear-pro-swoosh-可调节运动帽-PLczM3.jpg'],可调节运动帽,38,womens,2,https://www.nike.com/cn/t/sportswear-pro-swoosh-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-PLczM3/639534-011
