产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
PREVAIL HAT,SP8196006|HGR|ONE,$14.99,$26.00,HEATHER GREY,['ONE SIZE'],"['ONeill Men-s snapback hat', 'Mid profile, structured fit', 'Front panel puff ', 'O-Neill logo embroidery', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/prevail_SP8196006_hgr_f.jpg?v=1527881082'],52,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196006-hgr-prevail
HYBRID HAT,SP8196015|WNE|S/M,$30.99,$35.00,WINE,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® delta fit', 'Logo patch embroidery', '140% Hyperstretch technology', 'Preformance sweatband', '100% Polyester']","['https://cdn.shopify.com/s/files/1/2034/7683/products/hybridhat_SP8196015_wne_f.jpg?v=1525992791', 'https://cdn.shopify.com/s/files/1/2034/7683/products/hybridhat_SP8196015_wne_b.jpg?v=1525992793']",53,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196015-wne-hybrid-hat
STAPLE HAT,SU8196012|BLK|S/M,$19.99,$28.00,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Front panel embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']",['https://cdn.shopify.com/s/files/1/2034/7683/products/staplehat_SU8196012_blk_f.jpg?v=1527881019'],54,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196012-blk-staple-hat
HAWAII HAT,FA8196009|BLK|ONE,$17.99,$28.00,BLACK,['ONE SIZE'],"['O-Neill Men-s snapback hat', 'Mid profile. structured fit', 'Front patch and 3D embroidery', 'Rear flag label', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/hawaiihat_FA8196009H_blk_f_a95cd352-b149-4854-be0f-5cf670e9f622.jpg?v=1530050088'],55,mens,1,https://us.oneill.com/collections/mens-hats/products/fa8196009-blk-hawaii-hat
HAWAII HAT,FA8196009|GRN|ONE,$16.99,$28.00,GREEN,['ONE SIZE'],"['O-Neill Men-s snapback hat', 'Mid profile. structured fit', 'Front patch and 3D embroidery', 'Rear flag label', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/hawaiihat_FA8196009H_grn_f_95fe3ec4-6e8b-4062-8016-31494910d5e3.jpg?v=1530050092'],56,mens,1,https://us.oneill.com/collections/mens-hats/products/fa8196009-grn-hawaii-hat
INTL SURF DAY TRUCKER BLACK,FA8196014|BLK|ONE,$9.99,$20.00,BLACK,['ONE SIZE'],"['O-Neill Men-s 5 panel trucker hat', 'Rear hidden bottle opener', 'Printed front panel', 'Tall profile', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/intlsurfdaytrucker_FA8196014_blk_f.jpg?v=1527881734'],57,mens,1,https://us.oneill.com/collections/mens-hats/products/fa8196014-blk-intl-surf-day-trucker
EZ FREAK TRUCKER HAT,SU8196009|DNY|ONE,$6.99,$20.00,DARK NAVY,['ONE SIZE'],"['ONeill Men-s trucker hat', 'Mid fit', 'Front panel O-Neill patch', 'Mesh side panels', '60% Polyester / 40% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/ezfreaktrucker_SU8196009_dny_f_e475adc9-07df-4936-baf1-0290e32a1d69.jpg?v=1540260851'],58,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196009-dny-ez-freak-trucker
BUILDER TRUCKER HAT,SU8196008|BLK|ONE,$12.99,$28.00,BLACK,['ONE SIZE'],"['ONeill Men-s trucker hat', 'Lo Profile fit', 'Front panel O-Neill patch', 'Mesh side panels', '5 Panel Unstructured Crown', '62% Nylon / 38% Polyester']","['https://cdn.shopify.com/s/files/1/2034/7683/products/buildertrucker_SU8196008_blk_f_4f28c87c-cacc-47b3-84b5-fdd300bdb721.jpg?v=1520897181', 'https://cdn.shopify.com/s/files/1/2034/7683/products/buildertrucker_SU8196008_blk_b_ae7b6352-946f-4dfe-a920-497ac9a4cd1c.jpg?v=1539371373']",59,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196008-blk-builder-trucker
PALM BOMB HAT,SU8196005|SLT|ONE,$9.99,$26.00,SLATE,['ONE SIZE'],"['ONeill Men-s snapback hat', 'Lo Profile Fit', 'Front panel patch embroidery', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/palmbomb_SU8196005_slt_f_06a1800c-8d6c-4822-a580-82c2b246bb17.jpg?v=1520900799', 'https://cdn.shopify.com/s/files/1/2034/7683/products/palmbomb_SU8196005_slt_b_12829da8-700e-4e06-ae3e-0f2c0186608b.jpg?v=1540260853']",60,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196005-slt-palm-bomb
HESHER DAD HAT,SU8196006|GRB|ONE,$8.99,$28.00,GRAY BLUE,['ONE SIZE'],"['ONeill Men-s hat', 'Dad hat fit', 'Wavecult embroidered patch detail', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/hesherdadhat_SU8196006_grb_f_e6f0696c-ea65-4e0e-89e4-b18251437ef7.jpg?v=1520896057'],61,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196006-grb-hesher-dad-hat
HAWAII TRUCKER HAT,SU8196012H|BLK|ONE,$9.99,$20.00,BLACK,['ONE SIZE'],"['O-Neill Men-s trucker hat', 'Rear hidden bottle opener', 'Printed front panel with logo patch', 'Mesh side panels', '100% Polyester']",['https://cdn.shopify.com/s/files/1/2034/7683/products/hawaiitrucker_SU8196012H_blk_f_01ea6ba9-4ad7-4381-b4c7-dc911c46819f.jpg?v=1540260847'],62,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196012h-blk-hawaii-trucker
EMPORIUM HAT,SU8196002|NVY|ONE,$8.99,$28.00,NAVY,['ONE SIZE'],"['ONeill Men-s hat', 'New Era mid fit', 'Flat logo embroidery', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/emporium_SU8196002_nvy_f_49c3a84d-422c-455c-9a20-e185eb56fbb7.jpg?v=1520897184'],63,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196002-nvy-emporium
PREVAIL HAT,SP8196006|BLK|ONE,$9.99,$26.00,BLACK,['ONE SIZE'],"['ONeill Men-s snapback hat', 'Mid profile, structured fit', 'Front panel puff ', 'O-Neill logo embroidery', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/prevail_SP8196006_blk_f.jpg?v=1513361838', 'https://cdn.shopify.com/s/files/1/2034/7683/products/prevail_SP8196006_blk_b.jpg?v=1539380144']",64,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196006-blk-prevail
PREVAIL HATS,SP8196006|RWB|ONE,$9.99,$26.00,RED WHITE BLUE,['ONE SIZE'],"['ONeill Men-s six panel snapback hat', 'Mid fit', 'Front panel puff O-Neill logo embroidery', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/prevail_SP8196006_rwb_f.jpg?v=1522193335'],65,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196006-rwb-prevail
EZ FREAK TRUCKER HAT,SU8196009|RWB|ONE,$7.99,$20.00,RED WHITE BLUE,['ONE SIZE'],"['ONeill Men-s trucker hat', 'Mid fit', 'Front panel O-Neill patch', 'Mesh side panels', '60% Polyester / 40% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/ezfreaktrucker_SU8196009_rwb_f_a919bf49-bbd3-4027-b0da-4a630a56bfc3.jpg?v=1520962856'],66,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196009-rwb-ez-freak-trucker
LODOWN HAT,SP8196013|WHT|S/M,$11.99,$26.00,WHITE,"['S/M', 'L/XL']","['ONeill Men-s hat', 'Flexfit¬¨¬®Å¡ ¶Ë†Å¡º X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_wht_f.jpg?v=1522264250', 'https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_wht_b.jpg?v=1522264250']",67,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196013-wht-lodown-hat
HYBRID HAT BLACK,SP8196015|BLK|S/M,$22.99,$35.00,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® delta fit', 'Logo patch embroidery', '140% Hyperstretch technology', 'Preformance sweatband', '100% Polyester']",['https://cdn.shopify.com/s/files/1/2034/7683/products/hybridhat_SP8196015_blk_f.jpg?v=1527881081'],68,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196015-blk-hybrid-hat
PARAMOUNT TRUCKER HAT,SP8196009|BLK|ONE,$9.99,$26.00,BLACK,['ONE SIZE'],"['ONeill Men-s trucker hat', 'Mid fit', 'Front panel O-Neill embroidery', 'Mesh side panels', '60% Polyester / 40% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/paramounttrucker_SP8196009_blk_f.jpg?v=1513361844', 'https://cdn.shopify.com/s/files/1/2034/7683/products/paramounttrucker_SP8196009_blk_b.jpg?v=1539380143']",69,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196009-blk-paramount-trucker
PARAMOUNT TRUCKER HAT,SP8196009|NVY|ONE,$9.99,$26.00,NAVY,['ONE SIZE'],"['ONeill Men-s trucker hat', 'Mid fit', 'Front panel O-Neill embroidery', 'Mesh side panels', '60% Polyester / 40% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/paramounttrucker_SP8196009_nvy_f.jpg?v=1522344146'],70,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196009-nvy-paramount-trucker
SHAKA TIL DEATH TRUCKER HAT,SU8196014|DRD|ONE,$7.99,$26.00,DARK RED,['ONE SIZE'],"['ONeill Men-s trucker hat', '5 Panel snapback', 'Front panel patch', 'Mesh side panels', '65% Polyester / 35% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/shakatildeath_SU8196014_drd_f_d4f29c35-db8a-4b54-b974-0607e0bf1f08.jpg?v=1520900422', 'https://cdn.shopify.com/s/files/1/2034/7683/products/shakatildeath_SU8196014_drd_b_515713e7-907c-4a2f-8917-56adc3b4558d.jpg?v=1540260844']",71,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196014-drd-shaka-til-death-trucker
SUPPLY CO HAT,SU8196003|BLK|ONE,$10.99,$28.00,BLACK,['ONE SIZE'],"['ONeill Men-s five panel snapback hat', 'Lo profile fit', 'Front panel O-Neill logo', '85% Cotton / 15% Polyester']",['https://cdn.shopify.com/s/files/1/2034/7683/products/supplyco_SU8196003_blk_f_6a36878a-4194-49e1-8690-9bf4f5653208.jpg?v=1520901431'],72,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196003-blk-supply-co
SWAP MEET HAT,SU8196011|RED|ONE,$6.99,$20.00,RED,['ONE SIZE'],"['ONeill Men-s trucker hat', 'Rear hidden bottle opener', 'Printed front panel with logo', 'Mesh side panels', '100% Polyester']",['https://cdn.shopify.com/s/files/1/2034/7683/products/swapmeet_SU8196011_red_f_d236d05c-f3d3-4a1b-9408-ca237569f3dc.jpg?v=1540260848'],73,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196011-red-swap-meet
WAVE-CORE HAT,SU8196004|BLK|ONE,$8.99,$28.00,BLACK,['ONE SIZE'],"['ONeill Men-s six panel snapback hat', 'Mid fit', 'Front panel embroidered patch', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/wavecore_SU8196004_blk_f_c7d71633-198e-4da1-b853-d747bb73577b.jpg?v=1520896779'],74,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196004-blk-wave-core
BONDAI HAT,FA7196003|OCN|ONE,$18.99,$28.00,OCEAN,['ONE'],"['O-Neill men-s hat', 'Standard fit snapback', 'Front panel faux leather patch', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/bondaihat_FA7196003_ocn_f.jpg?v=1506102279'],75,mens,1,https://us.oneill.com/collections/mens-hats/products/fa7196003-ocn-bondai-hat
VATER HAT,HO7196008|ARM|ONE,$19.99,$26.00,ARMY,['ONE'],"['Dad hat fit', 'Brushed cotton', 'Front panel wave embroidery', 'Rear logo embroidery']",['https://cdn.shopify.com/s/files/1/2034/7683/products/vaterhat_HO7196008_arm_f.jpg?v=1507766226'],76,mens,1,https://us.oneill.com/collections/mens-hats/products/ho7196008-arm-vater-hat
LOWTIDE HAT,HO7196002|ARM|ONE,$22.99,$30.00,ARMY,['ONE'],"['Standard fit snapback', '100% Cotton', 'Center front debossed patch', 'rear flag label']","['https://cdn.shopify.com/s/files/1/2034/7683/products/lowtidehat_HO7196002_arm_f.jpg?v=1507766024', 'https://cdn.shopify.com/s/files/1/2034/7683/products/lowtidehat_HO7196002_arm_b.jpg?v=1507766025']",77,mens,1,https://us.oneill.com/collections/mens-hats/products/ho7196002-arm-lowtide-hat
TOKEN BEANIE,HO8191001|HGR|ONE,$28.00,$0,HEATHER GREY,['ONE SIZE'],"['O-Neill Men-s dock wear cuff beanie', 'Waffle knit', 'Woven label', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/token_HO8191001_hgr_f_d8904bee-36c9-4bf1-837a-53ff386d9fc7.jpg?v=1537826668', 'https://cdn.shopify.com/s/files/1/2034/7683/products/token_HO8191001_hgr_b.jpg?v=1537826668', 'https://cdn.shopify.com/s/files/1/2034/7683/products/token_HO8191001_hgr_1.jpg?v=1537826668']",78,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8191001-hgr-token
SKIPPER HAT,HO8493001|CML|ONE,$34.00,$0,LARK,['ONE SIZE'],"['O-Neill Women-s knit captain hat', 'One size fits all', 'Metal logo badge', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/ksnclsknc_bf602e62-b7df-453e-b8df-c5321c6da016.jpg?v=1539636911', 'https://cdn.shopify.com/s/files/1/2034/7683/products/0003_OW_0003_HOLIDAY_WOMENS_4_HAT_jpg.jpg?v=1539636911', 'https://cdn.shopify.com/s/files/1/2034/7683/products/5a1c35asc_fc0c5a15-536a-4aea-ad6e-44ec057b50d1.jpg?v=1539636911']",1,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8493001-cml-skipper
RAD TRUCKER HAT,HO8496004|BLK|ONE,$18.00,$0,BLACK,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Adjustable back', 'Logo flag label', '55% Cotton, 45% Nylon']","['https://cdn.shopify.com/s/files/1/2034/7683/products/rad-trucker-blk-front.jpg?v=1537557989', 'https://cdn.shopify.com/s/files/1/2034/7683/products/rad-trucker-blk-back.jpg?v=1537557989']",2,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496004-blk-rad
CLUB HOUSE HAT,HO8496008|BLK|ONE,$20.00,$0,BLACK,['ONE SIZE'],"['O-Neill Women-s baseball hat', 'Washed twill design', 'Patch at front panel', 'Logo flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/club-house-hat-front-blk.jpg?v=1537548687', 'https://cdn.shopify.com/s/files/1/2034/7683/products/clubhouse-hat-back-blk.jpg?v=1537548688']",3,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496008-blk-club-house
CLUB HOUSE HAT,HO8496008|RUS|ONE,$20.00,$0,PORT,['ONE SIZE'],"['O-Neill Women-s baseball hat', 'Washed twill design', 'Print at front panel', 'Logo flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/club-house-front-red.jpg?v=1537548702', 'https://cdn.shopify.com/s/files/1/2034/7683/products/club-house-back-red.jpg?v=1537548702']",4,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496008-rus-club-house
SUN ROAD HAT,SU8493005|NAT|ONE,$24.00,$0,NATURAL,['ONE SIZE'],"['O-Neill Women-s straw lifeguard hat', '15 from brim to brim', 'Adjustable chin strap', '100% Straw']",['https://cdn.shopify.com/s/files/1/2034/7683/products/sunroad_SU8493005_nat_f.jpg?v=1520884040'],5,womens,2,https://us.oneill.com/collections/womens-hats/products/su8493005-nat-sun-road
TRAIL RIDE HAT,FA8493004|GRA|ONE,$36.00,$0,ASPHALT,['ONE SIZE'],"['O-Neill Women-s felt hat', 'All around brim', 'Leather hatband and understrap', '100% Wool']",['https://cdn.shopify.com/s/files/1/2034/7683/products/trail-ride.jpg?v=1537564806'],6,womens,2,https://us.oneill.com/collections/womens-hats/products/fa8493004-gra-trail-ride
SKIPPER HAT,HO8493001|DBL|ONE,$34.00,$0,MEDIEVAL BLUE,['ONE SIZE'],"['O-Neill Women-s knit captain hat', 'One size fits all', 'Metal logo badge', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/s54c.jpg?v=1537830820', 'https://cdn.shopify.com/s/files/1/2034/7683/products/lkscs.jpg?v=1537830823']",7,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8493001-dbl-skipper
WATERFRONT HAT,HO8493002|GRY|ONE,$34.00,$0,SPARROW,['ONE SIZE'],"['O-Neill Women-s straw hat', 'Wide brim, floppy design', 'Metal logo plate', '100% Straw']",['https://cdn.shopify.com/s/files/1/2034/7683/products/waterfront-gry.jpg?v=1537561320'],8,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8493002-gry-waterfront
TULUM HAT,HO8493003|NAT|ONE,$38.00,$0,NATURAL,['ONE SIZE'],"['O-Neill Women-s boater hat', 'Wide, straight brim', 'Metal logo plate', '100% Straw']",['https://cdn.shopify.com/s/files/1/2034/7683/products/tulum.jpg?v=1537561419'],9,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8493003-nat-tulum
SURF CHASER HAT,HO8496001|GRY|ONE,$20.00,$0,GREY,['ONE SIZE'],"['O-Neill Women-s baseball hat', 'Mini cord design', 'Embroidery art at front panel', 'Logo flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/surf-chaser-blk-front.jpg?v=1537560797', 'https://cdn.shopify.com/s/files/1/2034/7683/products/surf-chaser-blk-fback.jpg?v=1537560797']",10,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496001-gry-surf-chaser
SURF CHASER HAT,HO8496001|TEL|ONE,$20.00,$0,INDIAN TEAL,['ONE SIZE'],"['O-Neill Women-s baseball hat', 'Mini cord design', 'Embroidery art at front panel', 'Logo flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/surf-chaser-tel-front.jpg?v=1537560790', 'https://cdn.shopify.com/s/files/1/2034/7683/products/surf-chaser-tel-back.jpg?v=1537560790']",11,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496001-tel-surf-chaser
SHOP TALK TRUCKER HAT,HO8496003|BLK|ONE,$18.00,$0,BLACK,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Adjustable back', 'Logo flag label', '55% Cotton, 45% Nylon']","['https://cdn.shopify.com/s/files/1/2034/7683/products/shop-talk-blk-back.jpg?v=1537559828', 'https://cdn.shopify.com/s/files/1/2034/7683/products/shop-talk-blk-front.jpg?v=1537559828']",12,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496003-blk-shop-talk
SHOP TALK TRUCKER HAT,HO8496003|PLM|ONE,$18.00,$0,TWILIGHT MAUVE,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Adjustable back', 'Logo flag label', '55% Cotton, 45% Nylon']","['https://cdn.shopify.com/s/files/1/2034/7683/products/shoptalk-plm-front.jpg?v=1537559820', 'https://cdn.shopify.com/s/files/1/2034/7683/products/shop-talk-plm-back.jpg?v=1537559820']",13,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496003-plm-shop-talk
ABYSS HAT,HO8496002|TEL|ONE,$20.00,$0,INDIAN TEAL,['ONE SIZE'],"['O-Neill Women-s washed twill baseball hat', 'Mesh sides, adjustable back', '55% Cotton, 45% Nylon']","['https://cdn.shopify.com/s/files/1/2034/7683/products/abyss-hat-tel.jpg?v=1537546542', 'https://cdn.shopify.com/s/files/1/2034/7683/products/abysss-hat-tel.jpg?v=1537546542']",14,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496002-tel-abyss
ABYSS HAT,HO8496002|BLK|ONE,$20.00,$0,BLACK,['ONE SIZE'],"['O-Neill Women-s washed twill baseball hat', 'Mesh sides, adjustable back', '55% Cotton, 45% Nylon']","['https://cdn.shopify.com/s/files/1/2034/7683/products/abyss-blk-front_a36e3550-3992-4f9e-bb6a-a1f38ff6305e.jpg?v=1537546194', 'https://cdn.shopify.com/s/files/1/2034/7683/products/abyss-blk-back_86ad395f-54f0-4328-99ee-770c9dc49ae0.jpg?v=1537546194']",15,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496002-blk-abyss
RAD TRUCKER HAT,HO8496004|TEL|ONE,$18.00,$0,INDIAN TEAL,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Adjustable back', 'Logo flag label', '55% Cotton, 45% Nylon']","['https://cdn.shopify.com/s/files/1/2034/7683/products/rad-trucker-tek-front.jpg?v=1537557984', 'https://cdn.shopify.com/s/files/1/2034/7683/products/rad-trucker-hat-back-tel.jpg?v=1537557984']",16,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496004-tel-rad
PLAYA DREAMIN HAT,FA8496001|DBL|ONE,$10.99,$18.00,MEDIEVAL BLUE,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Adjustable back', '55% Cotton, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/playadreamin_FA8496001_dbl_f.jpg?v=1527881342'],17,womens,2,https://us.oneill.com/collections/womens-hats/products/fa8496001-dbl-playa-dreamin
PLAYA DREAMIN HAT,FA8496001|RUS|ONE,$10.99,$18.00,PORT,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, embroidery on front panel', 'Adjustable back', '55% Cotton, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/playadreamin_FA8496001_rus_f.jpg?v=1527881341'],18,womens,2,https://us.oneill.com/collections/womens-hats/products/fa8496001-rus-playa-dreamin
SURF SOCIETY HAT,FA8496002|OLV|ONE,$13.99,$18.00,DARK OLIVE,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, screenprint at front panel', 'Adjustable back', '55% Cotton, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/surfsociety_FA8496002_olv_f.jpg?v=1527881340'],19,womens,2,https://us.oneill.com/collections/womens-hats/products/fa8496002-olv-surf-society
WETLANDS HAT,FA8496004|MAV|ONE,$13.99,$18.00,TWILIGHT MAUVE,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Adjustable back', '55% Cotton, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/vsdvd.jpg?v=1531783224'],20,womens,2,https://us.oneill.com/collections/womens-hats/products/fa8496004-mav-wetlands
EQUATOR HAT,FA8493003|NAT|ONE,$17.99,$34.00,NATURAL,['ONE SIZE'],"['O-Neill Women-s wide brim straw hat', 'Two tone stripes', '100% Straw']",['https://cdn.shopify.com/s/files/1/2034/7683/products/equator_FA8493003_nat_f.jpg?v=1527881343'],21,womens,2,https://us.oneill.com/collections/womens-hats/products/fa8493003-nat-equator
PARADISE BAY HAT,FA8496006|CHA|ONE,$11.99,$20.00,PAVEMENT,['ONE SIZE'],"['O-Neill Women-s washed twill baseball hat', 'Embroidered detail at front panel', 'Adjustable back', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/paradisebay_FA8496006_cha_f.jpg?v=1527881337'],22,womens,2,https://us.oneill.com/collections/womens-hats/products/fa8496006-cha-paradise-bay
ZEN ZONE HAT,FA8496003|LOK|ONE,$15.99,$18.00,LAUREL OAK,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Adjustable back', '55% Cotton, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/zenzone_FA8496003_oak_f_1a8ea31c-a1d5-478c-9bc0-16b2f645c5b3.jpg?v=1528736532'],23,womens,2,https://us.oneill.com/collections/womens-hats/products/fa8496003-lok-zen-zone
PLAYA DREAMIN HAT,FA8496001|BLK|ONE,$10.99,$18.00,BLACK,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Adjustable back', '55% Cotton, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/playadreamin_FA8496001_blk_f.jpg?v=1527881342'],24,womens,2,https://us.oneill.com/collections/womens-hats/products/fa8496001-blk-playa-dreamin
PALM CLUB HAT,FA8496005|TEL|ONE,$10.99,$18.00,DEEP SEA,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, screen print on front label', 'Adjustable back', '55% Cotton, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/palmclub_FA8496005_tel_f.jpg?v=1527881338'],25,womens,2,https://us.oneill.com/collections/womens-hats/products/fa8496005-tel-palm-club
SUNLIT HATS,SU8496005|IND|ONE,$6.99,$20.00,CHAMBRAY,['ONE SIZE'],"['O-Neill Women-s washed denim baseball hat', 'Fixed sunflower pin', 'Adjustable button strap closure', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/sunlit_SU8496005_ind_f.jpg?v=1520893953'],26,womens,2,https://us.oneill.com/collections/womens-hats/products/su8496005-ind-sunlit
MOON LEI HAT,SU8496008|SPI|ONE,$8.99,$20.00,SPHINX,['ONE SIZE'],"['O-Neill Women-s washed twill baseball hat', 'Embroidered floral cresent moon', 'Adjustable metal clasp closure', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/moonlei_SU8496008_spi_f.jpg?v=1520559466', 'https://cdn.shopify.com/s/files/1/2034/7683/products/moonlei_SU8496008_spi_b.jpg?v=1540260676']",27,womens,2,https://us.oneill.com/collections/womens-hats/products/su8496008-spi-moon-lei
CRUISING HAT,HO7496004|BLK|ONE,$5.99,$18.00,BLACK,['ONE SIZE'],"['O-Neill women-s trucker hat', 'Adjustable snapback closure', 'Front form panel with printed logo', 'Mesh back panels', '55% Polyester / 45% Nylon ']",['https://cdn.shopify.com/s/files/1/2034/7683/products/cruising_HO7496004_blk_f.jpg?v=1507830939'],28,womens,2,https://us.oneill.com/collections/womens-hats/products/ho7496004-blk-cruising
CASTAWAY HAT,HO7496001|OLV|ONE,$5.99,$18.00,DUSTY OLIVE,['ONE SIZE'],"['O-Neill women-s trucker hat', 'Adjustable snapback closure', 'Front foam panel with printed logo', 'Mesh back panels', '55% Polyester / 45% Nylon ']",['https://cdn.shopify.com/s/files/1/2034/7683/products/castaway_HO7496001_olv_f.jpg?v=1507771708'],29,womens,2,https://us.oneill.com/collections/womens-hats/products/ho7496001-olv-castaway
BOYS SHOCKER HAT,HO8296008|NVY|ONE,$24.00,$0,NAVY,['ONE SIZE'],"['O-Neill Boy-s Flexfit® snapback hat', 'Structured, youth profile design', 'Front logo embroidery and rear flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/shocker_HO8296008_nvy_f_0873dde3-0554-43a2-a3af-5c861b85e446.jpg?v=1537291196', 'https://cdn.shopify.com/s/files/1/2034/7683/products/shocker_HO8296008_nvy_b.jpg?v=1537808665']",2,boys,3,https://us.oneill.com/collections/boys-8-14-accessories/products/ho8296008-nvy-shocker-boys
