产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品标题,产品位置,适合人群,产品页面编号,产品url
Nike Air Pro Classic,AV6699-101,￥199,￥0,白色/黑,['均码'],"['经典按扣式扣带', '其他细节', '斜纹面料干爽耐用，帮助保持舒适', '刺绣孔眼，提升透气性', '按扣式扣带设计，打造可调式个性化贴合感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 白色/黑', '款式： AV6699-101']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/rm1llb6ojedfguqrklhn/air-pro-classic-可调节运动帽-b78Sm9.jpg'],可调节运动帽,36,womens,2,https://www.nike.com/cn/t/air-pro-classic-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-b78Sm9/AV6699-101
Nike Sportswear Tailwind Floral,AV6717-072,￥229,￥0,浅骨,['均码'],"['花卉魅力', '其他细节', '聚酯纤维面料，轻盈透气', '背面扣带搭配夹扣设计，打造稳固的个性化贴合感', '正面饰有丝网印制的 Nike 块状标志', '花卉印花设计，带来别样街头风采', '产品细节', '面料：100% 聚酯纤维。里料：91% 聚酯纤维/9% 氨纶。', '手洗', '显示颜色： 浅骨色', '款式： AV6717-072']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/jksckzpjzvzi8e6isbiv/sportswear-tailwind-floral-可调节运动帽-BJ1Lmt.jpg'],可调节运动帽,32,womens,2,https://www.nike.com/cn/t/sportswear-tailwind-floral-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-BJ1Lmt/AV6717-072
Nike Air H86,891289-460,￥199,￥0,雾靛青/黑曜石,['均码'],"['休闲舒适', '其他细节', '刺绣孔眼设计，打造出色透气性', '可调背扣，定制专属贴合感', '六片式拼接设计，耐用舒适', '产品细节', '面料：100% 棉。里料：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 雾靛青/黑曜石色', '款式： 891289-460']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/xmtw7igs9rxifizz83gz/air-h86-可调节运动帽-rSQckQ.jpg'],可调节运动帽,29,mens,1,https://www.nike.com/cn/t/air-h86-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-rSQckQ
PG NASA,CD9681-010,￥199,￥0,黑,['均码'],"['PG 灵感，引爆凌跃表现', '其他细节', '6 片式拼接帽冠，轻盈耐用，展现复古感', '汗带采用速干面料，令额头保持干爽舒适', '背面扣带设计，可供自主调节贴合感', '产品细节', '结构感帽冠内里搭配接缝织带', '太空任务梭织图案', '刺绣孔眼', '面料：100% 锦纶。前片拼接（背面）：100% 聚酯纤维。下帽檐：100% 聚酯纤维。', '手洗', '显示颜色： 黑', '款式： CD9681-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/b4wfd3wgiitnuovhhjoz/pg-nasa-篮球运动帽-XMnd9r.jpg'],篮球运动帽,38,womens,2,https://www.nike.com/cn/t/pg-nasa-%E7%AF%AE%E7%90%83%E8%BF%90%E5%8A%A8%E5%B8%BD-XMnd9r
Nike Air Pro Classic,AV6699-687,￥199,￥0,健身红/深藏青,['均码'],"['经典按扣式扣带', '其他细节', '斜纹面料干爽耐用，帮助保持舒适', '刺绣孔眼，提升透气性', '按扣式扣带设计，打造可调式个性化贴合感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 健身红/深藏青', '款式： AV6699-687']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/cfjv1xsnufovebwiwhyq/air-pro-classic-可调节运动帽-b78Sm9.jpg'],可调节运动帽,36,womens,2,https://www.nike.com/cn/t/air-pro-classic-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-b78Sm9/AV6699-687
Nike Sportswear Featherlight,CD6330-100,￥229,￥0,白色/队橙,['均码'],"['非凡舒适透气性能', '其他细节', '轻盈面料，舒适透气', '产品细节', '面料/里料：100% 聚酯纤维', '手洗', '显示颜色： 白色/队橙', '款式： CD6330-100']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/vlwxaej4sv5ugmtxiyis/sportswear-featherlight-可调节运动帽-XJS2mD.jpg'],可调节运动帽,37,womens,2,https://www.nike.com/cn/t/sportswear-featherlight-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-XJS2mD/CD6330-100
Nike Sportswear Featherlight,CD6330-100,￥229,￥0,白色/队橙,['均码'],"['非凡舒适透气性能', '其他细节', '轻盈面料，舒适透气', '产品细节', '面料/里料：100% 聚酯纤维', '手洗', '显示颜色： 白色/队橙', '款式： CD6330-100']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/vlwxaej4sv5ugmtxiyis/sportswear-featherlight-可调节运动帽-XJS2mD.jpg'],可调节运动帽,35,mens,1,https://www.nike.com/cn/t/sportswear-featherlight-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-XJS2mD/CD6330-100
Nike Air Pro Classic,AV6699-687,￥199,￥0,健身红/深藏青,['均码'],"['经典按扣式扣带', '其他细节', '斜纹面料干爽耐用，帮助保持舒适', '刺绣孔眼，提升透气性', '按扣式扣带设计，打造可调式个性化贴合感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 健身红/深藏青', '款式： AV6699-687']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/cfjv1xsnufovebwiwhyq/air-pro-classic-可调节运动帽-b78Sm9.jpg'],可调节运动帽,34,mens,1,https://www.nike.com/cn/t/air-pro-classic-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-b78Sm9/AV6699-687
PG NASA,CD9681-010,￥199,￥0,黑,['均码'],"['PG 灵感，引爆凌跃表现', '其他细节', '6 片式拼接帽冠，轻盈耐用，展现复古感', '汗带采用速干面料，令额头保持干爽舒适', '背面扣带设计，可供自主调节贴合感', '产品细节', '结构感帽冠内里搭配接缝织带', '太空任务梭织图案', '刺绣孔眼', '面料：100% 锦纶。前片拼接（背面）：100% 聚酯纤维。下帽檐：100% 聚酯纤维。', '手洗', '显示颜色： 黑', '款式： CD9681-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/b4wfd3wgiitnuovhhjoz/pg-nasa-篮球运动帽-XMnd9r.jpg'],篮球运动帽,36,mens,1,https://www.nike.com/cn/t/pg-nasa-%E7%AF%AE%E7%90%83%E8%BF%90%E5%8A%A8%E5%B8%BD-XMnd9r
Nike Tailwind,AV7690-005,￥189,￥279,微灰,['均码'],"['多元包覆', '其他细节', 'Nike AeroBill 技术，实现出众透气性和舒适速干性。', '拼片垂落可遮盖颈部', '背面扣带设计，打造可调式个性化贴合感', '产品细节', '面料：100% 聚酯纤维。后拼接/中部拼接：86% 聚酯纤维/14% 氨纶。前片里料拼接：92% 聚酯纤维/8% 氨纶。', '手洗', '显示颜色： 微灰', '款式： AV7690-005']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/japi6krlu5ifrya2ywka/tailwind-可调节跑步运动帽-V9227T.jpg'],可调节跑步运动帽,39,womens,2,https://www.nike.com/cn/t/tailwind-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%B7%91%E6%AD%A5%E8%BF%90%E5%8A%A8%E5%B8%BD-V9227T
Nike Air Pro Classic,AV6699-010,￥199,￥0,黑/白,['均码'],"['经典按扣式扣带', '其他细节', '斜纹面料干爽耐用，帮助保持舒适', '刺绣孔眼，提升透气性', '按扣式扣带设计，打造可调式个性化贴合感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 黑/白色', '款式： AV6699-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/azjtllzmvmykjw9xlmmf/air-pro-classic-可调节运动帽-b78Sm9.jpg'],可调节运动帽,34,mens,1,https://www.nike.com/cn/t/air-pro-classic-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-b78Sm9/AV6699-010
Nike SB,AV7885-220,￥139,￥199,丝绒棕,['均码'],"['织物设计，别致风格', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适，缔造心无旁骛的运动体验', '织物汗带，柔软导湿', '图案的设计灵感源自危地马拉面料印花', '背面可调节扣合设计，营造出色贴合感', '产品细节', '面料：100% 棉。拼接：100% 聚酯纤维。里料：91% 聚酯纤维/9% 氨纶。', '手洗', '显示颜色： 丝绒棕', '款式： AV7885-220']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/fi6yhzlz46jkfpxl015g/sb-滑板运动帽-PLH5MZ.jpg'],滑板运动帽,38,mens,1,https://www.nike.com/cn/t/sb-%E6%BB%91%E6%9D%BF%E8%BF%90%E5%8A%A8%E5%B8%BD-PLH5MZ
Nike SB,AV7883-222,￥109,￥169,中橄榄绿,['均码'],"['迷彩设计，经典外观', '其他细节', '侧边和背面搭配网眼拼接设计，提升透气性', '按扣式扣合设计，可供自由调节贴合效果', '精制汗带，柔软舒适', '产品细节', '迷彩印花', '仿皮贴片', 'Nike SB 凹刻标志', '面料：100% 棉。前片拼接（背面）/网眼布：100% 聚酯纤维。', '手洗', '显示颜色： 中橄榄绿', '款式： AV7883-222']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/fqpll7v77dhjxypql77u/sb-trucker-滑板运动帽-2ms5m9.jpg'],Trucker 滑板运动帽,41,womens,2,https://www.nike.com/cn/t/sb-trucker-%E6%BB%91%E6%9D%BF%E8%BF%90%E5%8A%A8%E5%B8%BD-2ms5m9
Nike Tailwind,AV7690-005,￥189,￥279,微灰,['均码'],"['多元包覆', '其他细节', 'Nike AeroBill 技术，实现出众透气性和舒适速干性。', '拼片垂落可遮盖颈部', '背面扣带设计，打造可调式个性化贴合感', '产品细节', '面料：100% 聚酯纤维。后拼接/中部拼接：86% 聚酯纤维/14% 氨纶。前片里料拼接：92% 聚酯纤维/8% 氨纶。', '手洗', '显示颜色： 微灰', '款式： AV7690-005']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/japi6krlu5ifrya2ywka/tailwind-可调节跑步运动帽-V9227T.jpg'],可调节跑步运动帽,37,mens,1,https://www.nike.com/cn/t/tailwind-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%B7%91%E6%AD%A5%E8%BF%90%E5%8A%A8%E5%B8%BD-V9227T
Nike SB,AV7883-222,￥109,￥169,中橄榄绿,['均码'],"['迷彩设计，经典外观', '其他细节', '侧边和背面搭配网眼拼接设计，提升透气性', '按扣式扣合设计，可供自由调节贴合效果', '精制汗带，柔软舒适', '产品细节', '迷彩印花', '仿皮贴片', 'Nike SB 凹刻标志', '面料：100% 棉。前片拼接（背面）/网眼布：100% 聚酯纤维。', '手洗', '显示颜色： 中橄榄绿', '款式： AV7883-222']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/fqpll7v77dhjxypql77u/sb-trucker-滑板运动帽-2ms5m9.jpg'],Trucker 滑板运动帽,39,mens,1,https://www.nike.com/cn/t/sb-trucker-%E6%BB%91%E6%9D%BF%E8%BF%90%E5%8A%A8%E5%B8%BD-2ms5m9
NikeCourt Featherlight,679421-010,￥109,￥159,黑/黑/黑/白,['均码'],"['透气舒适，激战制霸', '其他细节', 'Dri-FIT 面料助你保持干爽舒适', '网眼布拼接与打孔式衬里拼接相结合，塑就出色透气性', '黑色下帽檐设计减少炫光', '背面魔术贴粘扣搭配反光提拉设计，可定制专属贴合感与出色的视觉可见度', '产品细节', '面料：100% 聚酯纤维。里料：100% 聚酯纤维。', '手洗', '显示颜色： 黑/黑/黑/白色', '款式： 679421-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/z3bz9inia0pblinptyuw/nikecourt-featherlight-可调节网球运动帽-7tPNnq.jpg'],可调节网球运动帽,40,mens,1,https://www.nike.com/cn/t/nikecourt-featherlight-%E5%8F%AF%E8%B0%83%E8%8A%82%E7%BD%91%E7%90%83%E8%BF%90%E5%8A%A8%E5%B8%BD-7tPNnq
NikeCourt Featherlight,679421-010,￥109,￥159,黑/黑/黑/白,['均码'],"['透气舒适，激战制霸', '其他细节', 'Dri-FIT 面料助你保持干爽舒适', '网眼布拼接与打孔式衬里拼接相结合，塑就出色透气性', '黑色下帽檐设计减少炫光', '背面魔术贴粘扣搭配反光提拉设计，可定制专属贴合感与出色的视觉可见度', '产品细节', '面料：100% 聚酯纤维。里料：100% 聚酯纤维。', '手洗', '显示颜色： 黑/黑/黑/白色', '款式： 679421-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/z3bz9inia0pblinptyuw/nikecourt-featherlight-可调节网球运动帽-7tPNnq.jpg'],可调节网球运动帽,43,womens,2,https://www.nike.com/cn/t/nikecourt-featherlight-%E5%8F%AF%E8%B0%83%E8%8A%82%E7%BD%91%E7%90%83%E8%BF%90%E5%8A%A8%E5%B8%BD-7tPNnq
"Jordan Pro ""He Got Game"" XIII",AA1314-010,￥169,￥249,黑/白,['均码'],"['休闲舒适', '其他细节', '六片式拼接设计，缔造经典贴合感', '刺绣孔眼，提升透气效果', '背面可调节扣合设计，打造专属舒适感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。上帽檐：合成革。下帽檐：100% 棉。', '不可洗涤', '显示颜色： 黑/白色', '款式： AA1314-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/mnaijechdpeptqczag2g/jordan-pro-he-got-game-13-可调节运动帽-ZvW890.jpg'],可调节运动帽,45,womens,2,https://www.nike.com/cn/t/jordan-pro-he-got-game-13-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZvW890/AA1314-010
Nike SB,AV7885-220,￥139,￥199,丝绒棕,['均码'],"['织物设计，别致风格', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适，缔造心无旁骛的运动体验', '织物汗带，柔软导湿', '图案的设计灵感源自危地马拉面料印花', '背面可调节扣合设计，营造出色贴合感', '产品细节', '面料：100% 棉。拼接：100% 聚酯纤维。里料：91% 聚酯纤维/9% 氨纶。', '手洗', '显示颜色： 丝绒棕', '款式： AV7885-220']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/fi6yhzlz46jkfpxl015g/sb-滑板运动帽-PLH5MZ.jpg'],滑板运动帽,40,womens,2,https://www.nike.com/cn/t/sb-%E6%BB%91%E6%9D%BF%E8%BF%90%E5%8A%A8%E5%B8%BD-PLH5MZ
"Jordan Pro ""He Got Game"" XIII",AA1314-405,￥169,￥249,皇家蓝/白,['均码'],"['休闲舒适', '其他细节', '六片式拼接设计，缔造经典贴合感', '刺绣孔眼，提升透气效果', '背面可调节扣合设计，打造专属舒适感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。上帽檐：合成革。下帽檐：100% 棉。', '不可洗涤', '显示颜色： 皇家蓝/白色', '款式： AA1314-405']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/mboa2ityluv5vsvdwy84/jordan-pro-he-got-game-13-可调节运动帽-ZvW890.jpg'],可调节运动帽,45,womens,2,https://www.nike.com/cn/t/jordan-pro-he-got-game-13-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZvW890/AA1314-405
"Jordan Pro ""He Got Game"" XIII",AA1314-010,￥169,￥249,黑/白,['均码'],"['休闲舒适', '其他细节', '六片式拼接设计，缔造经典贴合感', '刺绣孔眼，提升透气效果', '背面可调节扣合设计，打造专属舒适感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。上帽檐：合成革。下帽檐：100% 棉。', '不可洗涤', '显示颜色： 黑/白色', '款式： AA1314-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/mnaijechdpeptqczag2g/jordan-pro-he-got-game-13-可调节运动帽-ZvW890.jpg'],可调节运动帽,42,mens,1,https://www.nike.com/cn/t/jordan-pro-he-got-game-13-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZvW890/AA1314-010
"Jordan Pro ""He Got Game"" XIII",AA1314-091,￥169,￥249,碳素灰/大学红,['均码'],"['休闲舒适', '其他细节', '六片式拼接设计，缔造经典贴合感', '刺绣孔眼，提升透气效果', '背面可调节扣合设计，打造专属舒适感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。上帽檐：合成革。下帽檐：100% 棉。', '不可洗涤', '显示颜色： 碳素灰/大学红', '款式： AA1314-091']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/nd28sm7lflar3ubre1ln/jordan-pro-he-got-game-13-可调节运动帽-ZvW890.jpg'],可调节运动帽,45,womens,2,https://www.nike.com/cn/t/jordan-pro-he-got-game-13-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZvW890/AA1314-091
Nike Air Pro Classic,AV6699-101,￥199,￥0,白色/黑,['均码'],"['经典按扣式扣带', '其他细节', '斜纹面料干爽耐用，帮助保持舒适', '刺绣孔眼，提升透气性', '按扣式扣带设计，打造可调式个性化贴合感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 白色/黑', '款式： AV6699-101']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/rm1llb6ojedfguqrklhn/air-pro-classic-可调节运动帽-b78Sm9.jpg'],可调节运动帽,34,mens,1,https://www.nike.com/cn/t/air-pro-classic-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-b78Sm9/AV6699-101
Jordan Pro Script,AV8448-010,￥169,￥249,黑/大学红/松绿,['均码'],"['舒适棉料', '其他细节', '斜纹棉料，舒适非凡', '正面绣有凸起的\xa0“Air Jordan”\xa0图案', '背面按扣设计，可供定制专属贴合感', '产品细节', '面料：100% 棉。前片拼接（背面）：100% 聚酯纤维。', '手洗', '显示颜色： 黑/大学红/松绿', '款式： AV8448-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/resrs9zmgof7ftqqayii/jordan-pro-script-运动帽-tG5GH8.jpg'],运动帽,47,womens,2,https://www.nike.com/cn/t/jordan-pro-script-%E8%BF%90%E5%8A%A8%E5%B8%BD-tG5GH8
Nike Sportswear Featherlight,CD6330-060,￥229,￥0,煤黑/黑,['均码'],"['非凡舒适透气性能', '其他细节', '轻盈面料，舒适透气', '产品细节', '面料/里料：100% 聚酯纤维', '手洗', '显示颜色： 煤黑/黑', '款式： CD6330-060']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/kslsl0gvpj3hn4ftggvc/sportswear-featherlight-可调节运动帽-XJS2mD.jpg'],可调节运动帽,37,womens,2,https://www.nike.com/cn/t/sportswear-featherlight-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-XJS2mD/CD6330-060
"Jordan Pro ""He Got Game"" XIII",AA1314-405,￥169,￥249,皇家蓝/白,['均码'],"['休闲舒适', '其他细节', '六片式拼接设计，缔造经典贴合感', '刺绣孔眼，提升透气效果', '背面可调节扣合设计，打造专属舒适感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。上帽檐：合成革。下帽檐：100% 棉。', '不可洗涤', '显示颜色： 皇家蓝/白色', '款式： AA1314-405']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/mboa2ityluv5vsvdwy84/jordan-pro-he-got-game-13-可调节运动帽-ZvW890.jpg'],可调节运动帽,42,mens,1,https://www.nike.com/cn/t/jordan-pro-he-got-game-13-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZvW890/AA1314-405
"Jordan Pro ""He Got Game"" XIII",AA1314-091,￥169,￥249,碳素灰/大学红,['均码'],"['休闲舒适', '其他细节', '六片式拼接设计，缔造经典贴合感', '刺绣孔眼，提升透气效果', '背面可调节扣合设计，打造专属舒适感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。上帽檐：合成革。下帽檐：100% 棉。', '不可洗涤', '显示颜色： 碳素灰/大学红', '款式： AA1314-091']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/nd28sm7lflar3ubre1ln/jordan-pro-he-got-game-13-可调节运动帽-ZvW890.jpg'],可调节运动帽,42,mens,1,https://www.nike.com/cn/t/jordan-pro-he-got-game-13-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZvW890/AA1314-091
Nike Logo,AC9667-101,￥89,￥109,白色/黑,['均码'],"['弹性舒适 ', '其他细节', '弹性材质设计，有助稳固头带', '富有纹理的硅胶设计，有效减少头发干扰脸部', '产品细节', '周长：约 44 厘米', '面料：聚酯纤维/锦纶/氨纶/硅胶', '可机洗', '显示颜色： 白色/黑', '款式： AC9667-101']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/ddwfrubbqgstgve2orfx/logo-头带（1-条）-57pf7g.jpg'],头带（1 条）,50,womens,2,https://www.nike.com/cn/t/logo-%E5%A4%B4%E5%B8%A6%EF%BC%881-%E6%9D%A1%EF%BC%89-57pf7g
Jordan Pro Script,AV8448-010,￥169,￥249,黑/大学红/松绿,['均码'],"['舒适棉料', '其他细节', '斜纹棉料，舒适非凡', '正面绣有凸起的\xa0“Air Jordan”\xa0图案', '背面按扣设计，可供定制专属贴合感', '产品细节', '面料：100% 棉。前片拼接（背面）：100% 聚酯纤维。', '手洗', '显示颜色： 黑/大学红/松绿', '款式： AV8448-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/resrs9zmgof7ftqqayii/jordan-pro-script-运动帽-tG5GH8.jpg'],运动帽,44,mens,1,https://www.nike.com/cn/t/jordan-pro-script-%E8%BF%90%E5%8A%A8%E5%B8%BD-tG5GH8
Nike Sportswear Featherlight,CD6330-060,￥229,￥0,煤黑/黑,['均码'],"['非凡舒适透气性能', '其他细节', '轻盈面料，舒适透气', '产品细节', '面料/里料：100% 聚酯纤维', '手洗', '显示颜色： 煤黑/黑', '款式： CD6330-060']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/kslsl0gvpj3hn4ftggvc/sportswear-featherlight-可调节运动帽-XJS2mD.jpg'],可调节运动帽,35,mens,1,https://www.nike.com/cn/t/sportswear-featherlight-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-XJS2mD/CD6330-060
Nike Sportswear Pro Swoosh,639534-728,￥199,￥0,阿马里洛黄/黑曜石色/黑曜石,['均码'],"['现代风范，专属舒适体验', '其他细节', '六片式拼接设计搭配衬里镶边，塑就舒适穿戴感受', '刺绣孔眼提升透气效果', '可调节背面按扣，打造专属贴合感', '产品细节', '正面添加刺绣 Swoosh 标志', '面料/前片拼接（正面）：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 阿马里洛黄/黑曜石色/黑曜石色', '款式： 639534-728']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/mwrqvsnfnnjwwaqkia72/sportswear-pro-swoosh-可调节运动帽-48k3bx.jpg'],可调节运动帽,35,womens,2,https://www.nike.com/cn/t/sportswear-pro-swoosh-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-48k3bx
Nike Air Pro Classic,AV6699-010,￥199,￥0,黑/白,['均码'],"['经典按扣式扣带', '其他细节', '斜纹面料干爽耐用，帮助保持舒适', '刺绣孔眼，提升透气性', '按扣式扣带设计，打造可调式个性化贴合感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 黑/白色', '款式： AV6699-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/azjtllzmvmykjw9xlmmf/air-pro-classic-可调节运动帽-b78Sm9.jpg'],可调节运动帽,36,womens,2,https://www.nike.com/cn/t/air-pro-classic-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-b78Sm9/AV6699-010
Nike Classic99,AJ5499-100,￥109,￥169,白色/煤黑/黑,['均码'],"['经典舒适，为球场而生', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适', '刺绣眼孔营造出色的空气流通效果', '纹理面料融入氨纶，可自如伸展，缔造专属贴合感', '汗带设计，柔软导湿', '产品细节', '魔术贴粘扣', '面料：90% 聚酯纤维/10% 氨纶。前片拼接（背面）：100% 聚酯纤维。\xa0 \xa0', '手洗', '显示颜色： 白色/煤黑/黑', '款式： AJ5499-100']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/z2t9xpxtwkodyoursntd/classic99-高尔夫运动帽-CtgDV9.jpg'],高尔夫运动帽,44,womens,2,https://www.nike.com/cn/t/classic99-%E9%AB%98%E5%B0%94%E5%A4%AB%E8%BF%90%E5%8A%A8%E5%B8%BD-CtgDV9
Nike F.C. Classic 99,AJ6511-010,￥199,￥0,黑/黑,['均码'],"['休闲舒适', '其他细节', '经典六片式拼接设计，结实耐久', '可调节按扣式扣带，定制专属舒适感', '刺绣孔眼和网眼后拼接设计，提升透气性', '产品细节', '面料：前片拼接（正面）/帽檐：100% 棉。前片拼接（背面）/侧拼接/后拼接：100% 聚酯纤维。', '手洗', '显示颜色： 黑/黑', '款式： AJ6511-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/yknq5ij12hwzrvi5rpvt/f-c-classic-99-可调节运动帽-ls06tM.jpg'],可调节运动帽,34,womens,2,https://www.nike.com/cn/t/f-c-classic-99-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ls06tM
Nike NRG AW84,882767-011,￥229,￥0,黑/黑,['均码'],"['舒适速干', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，舒适耐用', '产品细节', '面料：100% 聚酯纤维。前片里料拼接：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 黑/黑', '款式： 882767-011']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/xg1ywcqgnln8lkay2rft/nrg-aw84-可调节运动帽-j9VY1w.jpg'],可调节运动帽,24,mens,1,https://www.nike.com/cn/t/nrg-aw84-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-j9VY1w/882767-011
