产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品标题,产品位置,适合人群,产品页面编号,产品url
Nike Sportswear Air True,805063-010,￥159,￥199,黑/黑/白色,['all'],"['酷爽包覆', 'Nike Sportswear Air True 按扣式运动帽采用透气面料，结合刺绣孔眼设计，助你保持干爽舒适。', '其他细节', '刺绣孔眼提升透气效果', '按扣式扣带设计，打造可调节的个性化贴合感', '六片式拼接设计，缔造经典舒适感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 黑/黑/白色', '款式： 805063-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/rzr95ap7iowx3oxrsfxz/sportswear-air-true-按扣式运动帽-QTz3zx.jpg'],按扣式运动帽,23,womens,2,https://www.nike.com/cn/t/sportswear-air-true-%E6%8C%89%E6%89%A3%E5%BC%8F%E8%BF%90%E5%8A%A8%E5%B8%BD-QTz3zx/805063-010
Nike Sportswear Pro Swoosh,639534-618,￥199,￥0,热恋红/松绿/黑/白色,['all'],"['现代风范，专属舒适体验', 'Nike Sportswear Pro Swoosh 可调节运动帽依托平檐设计与 3D 刺绣元素，革新演绎经典运动风范，结合按扣式扣带设计，可供打造个性化专属贴合效果。', '其他细节', '六片式拼接设计搭配衬里镶边，塑就舒适穿戴感受', '刺绣孔眼提升透气效果', '可调节背面按扣，打造专属贴合感', '产品细节', '正面添加刺绣 Swoosh 标志', '面料/前片拼接（正面）：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 热恋红/松绿/黑/白色', '款式： 639534-618', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/a82frxyuzinjp12oduuh/sportswear-pro-swoosh-可调节运动帽-PLczM3.jpg'],可调节运动帽,24,womens,2,https://www.nike.com/cn/t/sportswear-pro-swoosh-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-PLczM3/639534-618
Nike Sportswear Pro Swoosh,639534-011,￥159,￥199,黑/松绿/黑/白色,['all'],"['现代风范，专属舒适体验', 'Nike Sportswear Pro Swoosh 可调节运动帽依托平檐设计与 3D 刺绣元素，革新演绎经典运动风范，结合按扣式扣带设计，可供打造个性化专属贴合效果。', '其他细节', '六片式拼接设计搭配衬里镶边，塑就舒适穿戴感受', '刺绣孔眼提升透气效果', '可调节背面按扣，打造专属贴合感', '产品细节', '正面添加刺绣 Swoosh 标志', '面料/前片拼接（正面）：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 黑/松绿/黑/白色', '款式： 639534-011', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/kt7iszd9oudwmglhw1yv/sportswear-pro-swoosh-可调节运动帽-PLczM3.jpg'],可调节运动帽,24,womens,2,https://www.nike.com/cn/t/sportswear-pro-swoosh-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-PLczM3/639534-011
Nike Sportswear H86,891282-010,￥199,￥0,黑/金属银,['all'],"['经典舒适', 'Nike Sportswear H86 可调节运动帽采用经典六片式拼接和可调式背面扣带设计，缔造专属舒适感。', '其他细节', '六片式拼接设计，经久耐用', '可调式背面扣带，定制专属舒适感', '刺绣孔眼设计，有效增强透气性', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/mwd5xnh2mv2ttyos171y/sportswear-h86-可调节运动帽-Q2L8S7.jpg'],可调节运动帽,25,womens,2,https://www.nike.com/cn/t/sportswear-h86-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-Q2L8S7/891282-010
Nike Sportswear H86,891282-454,￥199,￥0,军械深海蓝/金属银,['all'],"['经典舒适', 'Nike Sportswear H86 可调节运动帽采用经典六片式拼接和可调式背面扣带设计，缔造专属舒适感。', '其他细节', '六片式拼接设计，经久耐用', '可调式背面扣带，定制专属舒适感', '刺绣孔眼设计，有效增强透气性', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/ttc6rgqdaoghpfxtobie/sportswear-h86-可调节运动帽-Q2L8S7.jpg'],可调节运动帽,25,womens,2,https://www.nike.com/cn/t/sportswear-h86-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-Q2L8S7/891282-454
Jordan AW84 Jumpman Singles' Day,CD0981-657,￥249,￥0,大学红/白色,['all'],"['舒适透气', ""Jordan AW84 Jumpman Singles' Day\xa0可调节运动帽的设计灵感源自中国庆祝单身生活的流行节日，采用透气面料打造，帮助保持干爽舒适。巧搭经典 Jordan 细节，重塑元年款 AW84 跑步运动帽的经典设计。"", '其他细节', '透气面料，帮助保持干爽舒适', '背面可调式扣带，打造个性化贴合感受', '五片式拼接设计，耐用舒适', '产品细节', '面料：100% 聚酯纤维。前片里料拼接：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 大学红/白色', '款式： CD0981-657', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/hdnvnzorpio0shb6nxvf/jordan-aw84-jumpman-singles-day-可调节运动帽-Srmgsn.jpg'],可调节运动帽,26,womens,2,https://www.nike.com/cn/t/jordan-aw84-jumpman-singles-day-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-Srmgsn
Jordan Cuffed,AA1297-010,￥249,￥0,黑,['all'],"['舒适御寒', 'Jordan Cuffed\xa0针织帽采用柔软保暖面料，打造舒适贴合的佩戴体验。', '其他细节', '产品细节', '产品细节', '面料/里料：80% 聚酯纤维/20% 棉', '手洗', '显示颜色： 黑', '款式： AA1297-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/sfbjzwcv6npoz8holv2x/jordan-cuffed-针织帽-PjZZc0.jpg'],针织帽,27,womens,2,https://www.nike.com/cn/t/jordan-cuffed-%E9%92%88%E7%BB%87%E5%B8%BD-PjZZc0/AA1297-010
Jordan Cuffed,AA1297-091,￥249,￥0,碳素灰,['all'],"['舒适御寒', 'Jordan Cuffed\xa0针织帽采用柔软保暖面料，打造舒适贴合的佩戴体验。', '其他细节', '产品细节', '产品细节', '面料/里料：80% 聚酯纤维/20% 棉', '手洗', '显示颜色： 碳素灰', '款式： AA1297-091', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/uykzxjhgsax7tze6h8f9/jordan-cuffed-针织帽-PjZZc0.jpg'],针织帽,27,womens,2,https://www.nike.com/cn/t/jordan-cuffed-%E9%92%88%E7%BB%87%E5%B8%BD-PjZZc0/AA1297-091
Jordan Cuffed,AA1297-100,￥249,￥0,白色,['all'],"['舒适御寒', 'Jordan Cuffed\xa0针织帽采用柔软保暖面料，打造舒适贴合的佩戴体验。', '其他细节', '产品细节', '产品细节', '面料/里料：80% 聚酯纤维/20% 棉', '手洗', '显示颜色： 白色', '款式： AA1297-100', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/etvyxd6y2x34lkg1mv4t/jordan-cuffed-针织帽-PjZZc0.jpg'],针织帽,27,womens,2,https://www.nike.com/cn/t/jordan-cuffed-%E9%92%88%E7%BB%87%E5%B8%BD-PjZZc0/AA1297-100
Jordan Pro Legacy,AA5746-100,￥249,￥0,白色/黑曜石色/红外线红 23,['all'],"['专属包覆', 'Jordan Pro Legacy Snapback 可调节运动帽结合经典细节和按扣式扣带设计，打造个性化的贴合佩戴体验。', '其他细节', '六片式拼接设计，实现出色耐用性', '刺绣孔眼，增强空气流通效果', '可调节按扣式扣带设计，打造专属舒适感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/vbdxq2rqgixztlxpmkyv/jordan-pro-legacy-snapback-可调节运动帽-wqSR8m.jpg'],Snapback 可调节运动帽,28,womens,2,https://www.nike.com/cn/t/jordan-pro-legacy-snapback-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-wqSR8m
Nike Sportswear,925422-478,￥249,￥0,空间蓝/波斯紫/金属银,['all'],"['舒适御寒', 'Nike Sportswear 针织帽采用柔软面料和翻边设计，在寒冷时节为你缔造温暖舒适的包覆体验。', '其他细节', '产品细节', '产品细节', '面料：77% 腈纶/23% 羊毛', '手洗', '显示颜色： 空间蓝/波斯紫/金属银', '款式： 925422-478', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/nqyzdyzxgk8jjykzkncv/sportswear-针织帽-Tqn81d.jpg'],针织帽,29,womens,2,https://www.nike.com/cn/t/sportswear-%E9%92%88%E7%BB%87%E5%B8%BD-Tqn81d/925422-478
Nike Sportswear,925422-028,￥249,￥0,大气灰/波斯紫/金属银,['all'],"['舒适御寒', 'Nike Sportswear 针织帽采用柔软面料和翻边设计，在寒冷时节为你缔造温暖舒适的包覆体验。', '其他细节', '产品细节', '产品细节', '面料：77% 腈纶/23% 羊毛', '手洗', '显示颜色： 大气灰/波斯紫/金属银', '款式： 925422-028', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/lmv6iiqln7daoaxo0nbq/sportswear-针织帽-Tqn81d.jpg'],针织帽,29,womens,2,https://www.nike.com/cn/t/sportswear-%E9%92%88%E7%BB%87%E5%B8%BD-Tqn81d/925422-028
Nike Sportswear,925422-010,￥249,￥0,黑/冷灰/金属银,['all'],"['舒适御寒', 'Nike Sportswear 针织帽采用柔软面料和翻边设计，在寒冷时节为你缔造温暖舒适的包覆体验。', '其他细节', '产品细节', '产品细节', '面料：77% 腈纶/23% 羊毛', '手洗', '显示颜色： 黑/冷灰/金属银', '款式： 925422-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/oazbxczf4peug0gmzlzd/sportswear-针织帽-Tqn81d.jpg'],针织帽,29,womens,2,https://www.nike.com/cn/t/sportswear-%E9%92%88%E7%BB%87%E5%B8%BD-Tqn81d/925422-010
Nike NRG AW84 Spectrum QS,BV3959-455,￥229,￥0,深宝蓝,['all'],"['强力速干，出色包覆', 'Nike NRG AW84 Spectrum QS 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，耐用舒适', '产品细节', '面料/里料：100% 聚酯纤维。\xa0', '手洗', '显示颜色： 深宝蓝', '款式： BV3959-455']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/isqr4lodmvn8mz3tafvz/nrg-aw84-spectrum-qs-可调节运动帽-G0FLXl.jpg'],可调节运动帽,30,womens,2,https://www.nike.com/cn/t/nrg-aw84-spectrum-qs-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-G0FLXl/BV3959-455
Nike NRG AW84 Spectrum QS,BV3959-547,￥229,￥0,庭紫,['all'],"['强力速干，出色包覆', 'Nike NRG AW84 Spectrum QS 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，耐用舒适', '产品细节', '面料/里料：100% 聚酯纤维。\xa0', '手洗', '显示颜色： 庭紫', '款式： BV3959-547']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/ssrctghfsrgsuqu7nppx/nrg-aw84-spectrum-qs-可调节运动帽-G0FLXl.jpg'],可调节运动帽,30,womens,2,https://www.nike.com/cn/t/nrg-aw84-spectrum-qs-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-G0FLXl/BV3959-547
Jordan Graphic,AA1302-010,￥249,￥0,黑/健身红/健身红,['all'],"['御寒保暖', 'Jordan Graphic 针织帽采用柔软保暖的针织面料，巧妙融入经典细节设计。', '其他细节', '针织面料，柔软保暖', '翻边设计，稳固舒适', '\xa0', '产品细节', '面料/里料：100% 腈纶', '手洗', '显示颜色： 黑/健身红/健身红', '款式： AA1302-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/zktt82ybqz03ovirxiuu/jordan-graphic-针织帽-Hc0cbC.jpg'],针织帽,31,womens,2,https://www.nike.com/cn/t/jordan-graphic-%E9%92%88%E7%BB%87%E5%B8%BD-Hc0cbC
NikeLab Collection Beanie,922172-222,￥249,￥0,中橄榄绿/帆布橄榄绿,['all'],"['外观出众，理想佳选', 'NikeLab Collection Beanie 男/女针织帽外观设计简洁利落，为你缔造柔软保暖的舒适佩戴体验。', '其他细节', '羊毛与腈纶混纺而成的罗纹针织面料，弹性出众，舒适贴合', '\n', '简洁利落的内衬收边设计，带来柔顺触感', '产品细节', 'Futura 90 标志标签', '外层面料/内层面料：70% 腈纶/30% 羊毛', '手洗', '显示颜色： 中橄榄绿/帆布橄榄绿', '款式： 922172-222', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。', '\n']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/d3pztxyeckjoldds4tl7/nikelab-collection-beanie-男-女针织帽-pvTjoK8D.jpg'],男/女针织帽,32,womens,2,https://www.nike.com/cn/t/nikelab-collection-beanie-%E7%94%B7-%E5%A5%B3%E9%92%88%E7%BB%87%E5%B8%BD-pvTjoK8D
Nike Sportswear,925417-010,￥209,￥0,黑/黑,['all'],"['舒适御寒', 'Nike Sportswear 针织帽融入针织蜂巢式图案，在寒冷时节为你营造出色保暖效果。', '其他细节', '蜂巢式针织图案，塑就纹理外观和质感', '罗纹帽口稳固贴合，营造出色保暖效果', '帽口缝有 Nike 企业标志贴片', '产品细节', '面料：100% 腈纶', '手洗', '显示颜色： 黑/黑', '款式： 925417-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/jdjtldbha3l89y8snicj/sportswear-针织帽-slF3hl.jpg'],针织帽,33,womens,2,https://www.nike.com/cn/t/sportswear-%E9%92%88%E7%BB%87%E5%B8%BD-slF3hl/925417-010
Nike Sportswear,925417-246,￥209,￥0,暗赤褐/暗赤褐,['all'],"['舒适御寒', 'Nike Sportswear 针织帽融入针织蜂巢式图案，在寒冷时节为你营造出色保暖效果。', '其他细节', '蜂巢式针织图案，塑就纹理外观和质感', '罗纹帽口稳固贴合，营造出色保暖效果', '帽口缝有 Nike 企业标志贴片', '产品细节', '面料：100% 腈纶', '手洗', '显示颜色： 暗赤褐/暗赤褐', '款式： 925417-246', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/d8moiowvkmq0v14bnx6j/sportswear-针织帽-slF3hl.jpg'],针织帽,33,womens,2,https://www.nike.com/cn/t/sportswear-%E9%92%88%E7%BB%87%E5%B8%BD-slF3hl/925417-246
巴黎圣日耳曼,AO8593-410,￥199,￥0,深藏青/挑战红,['all'],"['彰显球队风采', '巴黎圣日耳曼针织帽采用柔软针织面料，巧搭球队细节，在冷天中为你营造温暖舒适感受。', '其他细节', '产品细节', '产品细节', '顶部绒球', '面料：95% 腈纶/4% 锦纶/1% 其他纤维', '手洗', '显示颜色： 深藏青/挑战红', '款式： AO8593-410', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/xmsnj0vkugp2i0yfrbog/巴黎圣日耳曼针织帽-1ttqbH.jpg'],针织帽,34,womens,2,https://www.nike.com/cn/t/%E5%B7%B4%E9%BB%8E%E5%9C%A3%E6%97%A5%E8%80%B3%E6%9B%BC%E9%92%88%E7%BB%87%E5%B8%BD-1ttqbH
Nike Sportswear Classic99 Futura Snapback,AV6720-014,￥199,￥0,黑/荧光黄,['all'],"['经典外观，透气设计', 'Nike Sportswear Classic99 Futura Snapback 可调节运动帽采用刺绣孔眼和 6 片式拼接设计，带来经典透气外观。', '其他细节', '六片式拼接设计，缔造经典外观', '刺绣孔眼提升透气效果', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/ot0vogdvm82ajbwrcoma/sportswear-classic99-futura-snapback-可调节运动帽-PhSc8S.jpg'],可调节运动帽,35,womens,2,https://www.nike.com/cn/t/sportswear-classic99-futura-snapback-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-PhSc8S
Nike AeroBill Pro,891286-010,￥249,￥0,黑/黑/白色,['all'],"['透气舒适', 'Nike AeroBill Pro 可调节运动帽采用穿孔拼接和可调式设计，打造凉爽的个性化舒适体验。', '其他细节', 'Nike AeroBill 技术，实现出众透气性和舒适速干性', '可调式按扣设计，打造专属舒适感', '六片式拼接设计，实现出色耐用性', '产品细节', '面料/拼接背面部分：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。', '手洗', '显示颜色： 黑/黑/白色', '款式： 891286-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/jnh3xj5cb2jvgpdrnmyo/aerobill-pro-可调节运动帽-ZhVZn1.jpg'],可调节运动帽,37,womens,2,https://www.nike.com/cn/t/aerobill-pro-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZhVZn1/891286-010
Nike AeroBill Pro,891286-325,￥249,￥0,军裤卡其/帆布橄榄绿/黑,['all'],"['透气舒适', 'Nike AeroBill Pro 可调节运动帽采用穿孔拼接和可调式设计，打造凉爽的个性化舒适体验。', '其他细节', 'Nike AeroBill 技术，实现出众透气性和舒适速干性', '可调式按扣设计，打造专属舒适感', '六片式拼接设计，实现出色耐用性', '产品细节', '面料/拼接背面部分：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。', '手洗', '显示颜色： 军裤卡其/帆布橄榄绿/黑', '款式： 891286-325', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/jzlnzfs95fockj8hxnah/aerobill-pro-可调节运动帽-ZhVZn1.jpg'],可调节运动帽,37,womens,2,https://www.nike.com/cn/t/aerobill-pro-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZhVZn1/891286-325
Nike Sportswear True AF-1,891298-011,￥199,￥0,黑/荧光黄,['all'],"['专属舒适', 'Nike Sportswear True AF-1 可调节运动帽采用经典六片式拼接和背面按扣设计，打造专属舒适感。', '其他细节', '背面按扣式扣带设计，缔造专属舒适感', '刺绣孔眼，有效提升透气性', '耐用六片式拼接设计', '产品细节', '面料/前片拼接（正面）：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 黑/荧光黄', '款式： 891298-011', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/avsv54aqrgosdsefu6tm/sportswear-true-af-1-可调节运动帽-RC3tRH.jpg'],可调节运动帽,38,womens,2,https://www.nike.com/cn/t/sportswear-true-af-1-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-RC3tRH/891298-011
Nike Sportswear True AF-1,891298-454,￥199,￥0,军械深海蓝/黑,['all'],"['专属舒适', 'Nike Sportswear True AF-1 可调节运动帽采用经典六片式拼接和背面按扣设计，打造专属舒适感。', '其他细节', '背面按扣式扣带设计，缔造专属舒适感', '刺绣孔眼，有效提升透气性', '耐用六片式拼接设计', '产品细节', '面料/前片拼接（正面）：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 军械深海蓝/黑', '款式： 891298-454', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/nfjoiwkumtsplrmlemlz/sportswear-true-af-1-可调节运动帽-RC3tRH.jpg'],可调节运动帽,38,womens,2,https://www.nike.com/cn/t/sportswear-true-af-1-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-RC3tRH/891298-454
巴萨,AO8589-455,￥199,￥0,深宝蓝/贵族红,['all'],"['彰显球队风采', '巴萨针织帽采用柔软针织面料，巧搭球队细节，在冷天中为你营造温暖舒适感受。', '其他细节', '产品细节', '产品细节', '顶部绒球', '面料：95% 腈纶/4% 锦纶/1% 其他纤维', '手洗', '显示颜色： 深宝蓝/贵族红', '款式： AO8589-455', '\xa0', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/pivgaudbbkmyv7ye8t0x/巴萨针织帽-2hbDP6.jpg'],针织帽,39,womens,2,https://www.nike.com/cn/t/%E5%B7%B4%E8%90%A8%E9%92%88%E7%BB%87%E5%B8%BD-2hbDP6
Nike Sportswear Heritage86,AA9969-478,￥199,￥0,空间蓝/哈瓦那红/哈瓦那红/白色,['all'],"['柔软耐穿，斜纹设计，出众包覆', 'Nike Sportswear Heritage86\xa0女子可调节运动帽采用斜纹棉料，营造非凡舒适感受。背面可调节设计，打造专属贴合感。', '其他细节', '产品细节', '产品细节', '面料：100% 棉。下帽檐：100% 聚酯纤维。前片里料：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 空间蓝/哈瓦那红/哈瓦那红/白色', '款式： AA9969-478', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/bmxkiyucgllglsefeiq0/sportswear-heritage86-女子可调节运动帽-CpG43P.jpg'],女子可调节运动帽,40,womens,2,https://www.nike.com/cn/t/sportswear-heritage86-%E5%A5%B3%E5%AD%90%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-CpG43P
切尔西,AO8588-495,￥199,￥0,灯草蓝/灯草蓝,['all'],"['彰显球队风采', '切尔西针织帽采用柔软针织面料，巧搭球队细节，在冷天中为你营造温暖舒适感受。', '其他细节', '产品细节', '产品细节', '顶部绒球', '面料：95% 腈纶/4% 锦纶/1% 其他纤维', '手洗', '显示颜色： 灯草蓝/灯草蓝', '款式： AO8588-495', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/uoz8jgpd52b4m708o9z4/切尔西针织帽-QQbv64.jpg'],针织帽,41,womens,2,https://www.nike.com/cn/t/%E5%88%87%E5%B0%94%E8%A5%BF%E9%92%88%E7%BB%87%E5%B8%BD-QQbv64
